time_bucket,bid_px_00_first,bid_px_00_last,ask_px_00_first,ask_px_00_last,OF1_b_sum,OF1_a_sum,OF2_b_sum,OF2_a_sum,OF3_b_sum,OF3_a_sum,OF4_b_sum,OF4_a_sum,OF5_b_sum,OF5_a_sum,OF6_b_sum,OF6_a_sum,OF7_b_sum,OF7_a_sum,mid_price_start,mid_price_end,return,OFI1,OFI2,OFI3,OFI4,OFI5,OFI6,OFI7,event_count,OFI1_normalized,OFI2_normalized,OFI3_normalized,OFI4_normalized,OFI5_normalized,OFI6_normalized,OFI7_normalized,symbol,OFI_integrated
2024-10-21 12:39:15,233.7,233.7,233.8,233.8,0.0,0.0,200.0,0.0,906.0,0.0,515.0,0.0,110.0,0.0,115.0,0.0,115.0,0.0,233.75,233.75,0.0,0.0,200.0,906.0,515.0,110.0,115.0,115.0,4,0.0,50.0,226.5,128.75,27.5,28.75,28.75,AAPL,0.4682459029878856
2024-10-21 12:39:30,233.7,233.7,233.8,233.79,0.0,2.0,201.0,20.0,1811.0,128.0,1030.0,4.0,220.0,128.0,230.0,4.0,230.0,400.0,233.75,233.745,-2.1390374331575757e-05,-2.0,181.0,1683.0,1026.0,92.0,226.0,-170.0,8,-0.25,22.625,210.375,128.25,11.5,28.25,-21.25,AAPL,0.2631125894088619
2024-10-21 12:40:00,233.7,233.7,233.79,233.79,200.0,0.0,1.0,6.0,505.0,0.0,10.0,0.0,100.0,0.0,15.0,0.0,100.0,417.0,233.745,233.745,0.0,200.0,-5.0,505.0,10.0,100.0,15.0,-317.0,5,40.0,-1.0,101.0,2.0,20.0,3.0,-63.4,AAPL,-0.1787384173937612
2024-10-21 12:40:15,233.71,233.7,233.79,233.8,4633.0,30.0,7238.0,156.0,7348.0,158.0,5573.0,532.0,2573.0,421.0,2101.0,1679.0,1310.0,1155.0,233.75,233.75,0.0,4603.0,7082.0,7190.0,5041.0,2152.0,422.0,155.0,33,139.4848484848485,214.6060606060606,217.87878787878788,152.75757575757575,65.21212121212122,12.787878787878787,4.696969696969697,AAPL,0.8569116932012024
2024-10-21 12:40:30,233.7,233.77,233.8,233.79,5.0,-2.0,2814.0,25.0,1209.0,128.0,1211.0,4.0,1030.0,817.0,220.0,134.0,230.0,600.0,233.75,233.78,0.0001283422459892325,7.0,2789.0,1081.0,1207.0,213.0,86.0,-370.0,9,0.7777777777777778,309.8888888888889,120.11111111111111,134.11111111111111,23.666666666666668,9.555555555555555,-41.111111111111114,AAPL,0.4618694026969981
2024-10-21 12:40:45,233.77,233.77,233.79,233.79,0.0,0.0,200.0,0.0,0.0,0.0,2115.0,0.0,1040.0,400.0,320.0,0.0,245.0,0.0,233.78,233.78,0.0,0.0,200.0,0.0,2115.0,640.0,320.0,245.0,16,0.0,12.5,0.0,132.1875,40.0,20.0,15.3125,AAPL,0.12027435197103453
2024-10-21 12:41:00,233.77,233.77,233.79,233.8,205.0,25.0,1412.0,128.0,1408.0,4.0,506.0,800.0,515.0,17.0,110.0,2.0,115.0,102.0,233.78,233.78500000000003,2.138762939529748e-05,180.0,1284.0,1404.0,-294.0,498.0,108.0,13.0,7,25.714285714285715,183.42857142857142,200.57142857142858,-42.0,71.14285714285714,15.428571428571429,1.8571428571428572,AAPL,0.39024092121588155
2024-10-21 12:41:15,233.77,233.77,233.8,233.8,0.0,0.0,-200.0,0.0,200.0,0.0,1.0,400.0,505.0,0.0,10.0,0.0,100.0,0.0,233.78500000000003,233.78500000000003,0.0,0.0,-200.0,200.0,-399.0,505.0,10.0,100.0,3,0.0,-66.66666666666667,66.66666666666667,-133.0,168.33333333333334,3.3333333333333335,33.333333333333336,AAPL,-0.009502226798592977
2024-10-21 12:41:30,233.77,233.7,233.8,233.79,2657.0,388.0,2764.0,182.0,4780.0,281.0,4564.0,536.0,1876.0,1021.0,1180.0,453.0,700.0,123.0,233.78500000000003,233.745,-0.00017109737579412698,2269.0,2582.0,4499.0,4028.0,855.0,727.0,577.0,36,63.02777777777778,71.72222222222223,124.97222222222223,111.88888888888889,23.75,20.194444444444443,16.02777777777778,AAPL,0.36436279011822936
2024-10-21 12:41:45,233.7,233.7,233.79,233.8,1535.0,-45.0,2793.0,128.0,4520.0,4.0,5098.0,817.0,3535.0,453.0,2836.0,123.0,1950.0,702.0,233.745,233.75,2.1390831889345208e-05,1580.0,2665.0,4516.0,4281.0,3082.0,2713.0,1248.0,24,65.83333333333333,111.04166666666667,188.16666666666666,178.375,128.41666666666666,113.04166666666667,52.0,AAPL,1.1445536038664348
